Item,Contact_Name,Email,Postcode,Event,Event_Date,Status,Comments
RI-RI-969601,Megan Walker,megan.walker44@hotmail.co.uk,PL7 2 BU,Local Stories,2026-04-03,Confirmed,
RI-RI-184177,Leo Ward,leo.ward80@outlook.com,PL6 3 KC,Local Stories,2026-04-03,Confirmed,
RI-RI-985429,Phoebe Singh,phoebe.singh31@yahoo.co.uk,PL2 4 RB,Local Stories,2026-04-03,Confirmed,Community partner
RI-RI-427532,George Young,george.young37@outlook.com,PL5 8 RI,Local Stories,2026-04-03,Attended,Community partner
RI-RI-148679,Jacob Wilson,jacob.wilson19@gmail.com,PL2 3 AE,Local Stories,2026-04-03,Confirmed,Community partner
RI-RI-901642,Max Wilson,max.wilson66@gmail.com,TA1 7 VM,Local Stories,2026-04-03,Confirmed,Community partner
RI-RI-493530,Jessica Smith,jessica.smith58@outlook.com,PL3 1 YF,Local Stories,2026-04-03,Attended,
RI-RI-499082,George Turner,george.turner11@icloud.com,PL9 3 VJ,Local Stories,2026-04-03,Attended,
RI-RI-503712,Daniel Jackson,daniel.jackson15@icloud.com,PL4 5 RI,Local Stories,2026-04-03,Confirmed,
RI-RI-594615,Sophie Collins,sophie.collins91@outlook.com,TR1 4 WL,Local Stories,2026-04-03,Attended,
RI-RI-158305,Henry Thomas,henry.thomas66@hotmail.co.uk,PL5 7 LU,Local Stories,2026-04-03,Confirmed,Follow up required
RI-RI-782450,Emma Clarke,emma.clarke12@yahoo.co.uk,TQ4 3 WJ,Local Stories,2026-04-03,Attended,
RI-RI-313000,Poppy Brown,poppy.brown53@hotmail.co.uk,TR7 4 FW,Local Stories,2026-04-03,Attended,Follow up required
RI-RI-497850,Daniel Collins,daniel.collins63@outlook.com,PL4 1 UH,Local Stories,2026-04-03,Confirmed,
RI-RI-584934,Oscar Allen,oscar.allen97@hotmail.co.uk,EX2 4 IX,Local Stories,2026-04-03,Confirmed,Repeat attendee
RI-RI-124751,Charlotte Brown,charlotte.brown24@hotmail.co.uk,PL2 6 OD,Local Stories,2026-04-03,Attended,
RI-RI-636022,Emma Taylor,emma.taylor26@outlook.com,EX4 3 EE,Local Stories,2026-04-03,Attended,Follow up required
RI-RI-910515,Sophie Ward,sophie.ward13@yahoo.co.uk,PL4 9 SF,Local Stories,2026-04-03,Confirmed,Follow up required
RI-RI-125784,Charlie Wilson,charlie.wilson11@hotmail.co.uk,PL7 7 QT,Local Stories,2026-04-03,Confirmed,Community partner
RI-RI-151991,Freya Hall,freya.hall92@outlook.com,PL6 7 NQ,Local Stories,2026-04-03,Confirmed,
RI-RI-222490,William Ahmed,william.ahmed43@yahoo.co.uk,TA1 1 SG,Local Stories,2026-04-03,Attended,Community partner
RI-RI-145762,Charlotte Wilson,charlotte.wilson42@hotmail.co.uk,PL1 8 LB,Local Stories,2026-04-03,Attended,Community partner
RI-RI-394193,Charlotte Smith,charlotte.smith99@gmail.com,PL19 2 VD,Local Stories,2026-04-03,Confirmed,Follow up required
RI-RI-748680,Freya Turner,freya.turner96@hotmail.co.uk,TQ1 8 WU,Local Stories,2026-04-03,Confirmed,Follow up required
RI-RI-457011,Lucas Allen,lucas.allen76@gmail.com,PL6 6 JQ,Local Stories,2026-04-03,Confirmed,Repeat attendee
RI-RI-570124,Olivia Walker,olivia.walker16@gmail.com,TA1 7 RD,Local Stories,2026-04-03,Confirmed,Community partner
RI-RI-428324,Henry Davies,henry.davies88@gmail.com,PL6 4 YU,Local Stories,2026-04-03,Attended,Repeat attendee
RI-RI-872256,George Wood,george.wood56@icloud.com,PL6 3 DT,Local Stories,2026-04-03,Confirmed,
RI-RI-787633,Charlie Hall,charlie.hall90@outlook.com,PL14 3 YC,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-946056,James Evans,james.evans62@icloud.com,TQ1 4 XE,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-217762,Samuel Williams,samuel.williams78@gmail.com,PL2 2 UC,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-976766,Joshua Perry,joshua.perry43@outlook.com,EX4 1 GQ,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-920531,Emily Morgan,emily.morgan20@hotmail.co.uk,PL4 7 IX,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-920520,Mia Allen,mia.allen59@hotmail.co.uk,PL5 3 EY,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-249003,Joshua Walker,joshua.walker88@yahoo.co.uk,PL7 5 HI,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-127326,Phoebe Cook,phoebe.cook46@gmail.com,PL3 9 XN,Musical Celebration,2026-04-30,Attended,Follow up required
RI-RI-285985,Harry Cook,harry.cook22@hotmail.co.uk,TQ3 4 MJ,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-391402,Ethan Hill,ethan.hill55@outlook.com,PL9 4 JF,Musical Celebration,2026-04-30,Attended,Repeat attendee
RI-RI-951616,Harry Taylor,harry.taylor16@yahoo.co.uk,PL9 2 RB,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-613060,Amelia Allen,amelia.allen11@icloud.com,TA1 2 XT,Musical Celebration,2026-04-30,Cancelled,Community partner
RI-RI-486298,Jack Wood,jack.wood68@yahoo.co.uk,PL4 4 ZB,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-403247,Phoebe Clarke,phoebe.clarke10@hotmail.co.uk,PL9 1 QT,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-817694,Lucas Jones,lucas.jones55@gmail.com,PL14 3 RJ,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-866469,Emma Murphy,emma.murphy58@outlook.com,PL9 9 HY,Musical Celebration,2026-04-30,Confirmed,
RI-RI-371170,Olivia King,olivia.king91@outlook.com,PL5 5 ZT,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-790956,Oliver Perry,oliver.perry50@icloud.com,PL3 3 EP,Musical Celebration,2026-04-30,Attended,
RI-RI-118159,Chloe Bennett,chloe.bennett1@yahoo.co.uk,PL9 3 JM,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-178638,Amelia Ahmed,amelia.ahmed28@icloud.com,PL2 5 MM,Musical Celebration,2026-04-30,Attended,Community partner
RI-RI-262274,Lucy Young,lucy.young70@outlook.com,PL2 8 TA,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-568020,Amelia Brown,amelia.brown31@hotmail.co.uk,PL5 2 QN,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-853571,Ethan Wood,ethan.wood45@yahoo.co.uk,PL9 5 VP,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-884759,Oliver Hill,oliver.hill94@yahoo.co.uk,TR1 1 SV,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-775205,Jessica Smith,jessica.smith58@outlook.com,PL3 1 YF,Musical Celebration,2026-04-30,Attended,Community partner
RI-RI-666301,Mia Jackson,mia.jackson25@hotmail.co.uk,PL2 5 TP,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-392544,Chloe Bennett,chloe.bennett59@hotmail.co.uk,PL4 8 RZ,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-213834,Alfie Brown,alfie.brown33@icloud.com,PL1 3 UJ,Musical Celebration,2026-04-30,Attended,Community partner
RI-RI-131163,Samuel Williams,samuel.williams30@gmail.com,TR7 2 IJ,Musical Celebration,2026-04-30,Attended,
RI-RI-343792,Oliver Young,oliver.young30@outlook.com,PL9 1 TP,Musical Celebration,2026-04-30,Attended,
RI-RI-225633,Thomas White,thomas.white51@outlook.com,PL2 7 BA,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-383932,Mia Taylor,mia.taylor93@outlook.com,PL4 9 NR,Musical Celebration,2026-04-30,Confirmed,
RI-RI-174044,Thomas Hill,thomas.hill31@hotmail.co.uk,PL6 7 WQ,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-688805,Jack Ward,jack.ward40@gmail.com,PL2 3 RN,Musical Celebration,2026-04-30,Attended,Repeat attendee
RI-RI-159942,Charlie Walker,charlie.walker32@yahoo.co.uk,PL6 7 NH,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-827015,Harry Clarke,harry.clarke96@outlook.com,PL1 1 MU,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-111332,Thomas Moore,thomas.moore14@gmail.com,PL19 1 MQ,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-240742,Amelia Bell,amelia.bell84@yahoo.co.uk,TQ4 6 PG,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-446541,Oliver Bennett,oliver.bennett26@gmail.com,PL9 2 FR,Musical Celebration,2026-04-30,Confirmed,
RI-RI-646526,Amelia Baker,amelia.baker45@gmail.com,PL9 8 CQ,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-741890,Ella Green,ella.green5@yahoo.co.uk,PL6 2 WK,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-158957,Noah Johnson,noah.johnson42@gmail.com,PL21 5 DX,Musical Celebration,2026-04-30,Attended,Community partner
RI-RI-945290,Evie Roberts,evie.roberts11@outlook.com,PL7 6 LM,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-357468,Joshua King,joshua.king64@yahoo.co.uk,TQ1 3 RK,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-404559,Charlie Ward,charlie.ward33@gmail.com,PL9 6 BI,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-830312,George Taylor,george.taylor28@hotmail.co.uk,PL7 7 XQ,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-539692,Megan Thomas,megan.thomas3@outlook.com,TQ2 2 BX,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-498373,Emma Morgan,emma.morgan80@gmail.com,TR7 2 HE,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-896571,Freya Smith,freya.smith39@hotmail.co.uk,PL2 9 WB,Musical Celebration,2026-04-30,Attended,Community partner
RI-RI-687075,William Hill,william.hill9@icloud.com,PL9 9 MQ,Musical Celebration,2026-04-30,Attended,
RI-RI-777644,Phoebe Taylor,phoebe.taylor35@gmail.com,PL6 3 TV,Musical Celebration,2026-04-30,Confirmed,
RI-RI-309684,Oliver Brown,oliver.brown9@gmail.com,PL4 7 CF,Musical Celebration,2026-04-30,Confirmed,
RI-RI-732691,Jack Jackson,jack.jackson63@icloud.com,PL5 2 AC,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-305736,Lucy Thomas,lucy.thomas92@yahoo.co.uk,PL4 5 IO,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-977869,Mia Harris,mia.harris43@gmail.com,PL21 7 IF,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-306008,Samuel Bennett,samuel.bennett59@hotmail.co.uk,TR7 8 VV,Musical Celebration,2026-04-30,Attended,Follow up required
RI-RI-565938,George Perry,george.perry62@gmail.com,PL14 8 GG,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-331919,Phoebe Martin,phoebe.martin22@outlook.com,PL2 6 PX,Musical Celebration,2026-04-30,Confirmed,
RI-RI-285247,Freya Walker,freya.walker13@outlook.com,PL2 8 TI,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-962513,Megan Hall,megan.hall76@yahoo.co.uk,PL3 2 UY,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-278422,Alice Hill,alice.hill7@icloud.com,PL3 7 WN,Musical Celebration,2026-04-30,Cancelled,Repeat attendee
RI-RI-286351,Olivia Bennett,olivia.bennett30@yahoo.co.uk,PL6 4 RF,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-110616,Ethan King,ethan.king54@outlook.com,PL7 6 XT,Musical Celebration,2026-04-30,Attended,Follow up required
RI-RI-146678,Freya Smith,freya.smith60@icloud.com,TA6 6 AP,Musical Celebration,2026-04-30,Confirmed,Community partner
RI-RI-294751,Oliver Jones,oliver.jones16@outlook.com,PL9 1 SI,Musical Celebration,2026-04-30,Confirmed,Repeat attendee
RI-RI-648866,Grace Thomas,grace.thomas90@gmail.com,TR7 2 AV,Musical Celebration,2026-04-30,Attended,Community partner
RI-RI-363352,Ella Jones,ella.jones20@hotmail.co.uk,PL5 8 OE,Musical Celebration,2026-04-30,Confirmed,Follow up required
RI-RI-550580,Mia Allen,mia.allen90@yahoo.co.uk,PL1 9 EC,Musical Celebration,2026-04-30,Cancelled,Follow up required
RI-RI-703993,Noah Baker,noah.baker94@yahoo.co.uk,PL9 1 SD,Musical Celebration,2026-04-30,Confirmed,
RI-RI-981777,Harry Singh,harry.singh54@gmail.com,TQ2 5 DK,The Comedy Hour,2026-06-18,Attended,
RI-RI-506282,Megan Hall,megan.hall76@yahoo.co.uk,PL3 2 UY,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-865243,Ella Green,ella.green5@yahoo.co.uk,PL6 2 WK,The Comedy Hour,2026-06-18,Attended,Community partner
RI-RI-614990,Joshua Bennett,joshua.bennett60@icloud.com,PL1 9 VK,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-754331,Jacob Martin,jacob.martin9@yahoo.co.uk,PL7 9 NY,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-853335,Noah Moore,noah.moore85@icloud.com,PL6 5 AF,The Comedy Hour,2026-06-18,Attended,Follow up required
RI-RI-972935,Evie Roberts,evie.roberts11@outlook.com,PL7 6 LM,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-511499,Thomas Moore,thomas.moore51@gmail.com,PL3 4 XQ,The Comedy Hour,2026-06-18,Confirmed,Follow up required
RI-RI-294599,Emma Patel,emma.patel50@yahoo.co.uk,TQ2 2 ZM,The Comedy Hour,2026-06-18,Confirmed,Follow up required
RI-RI-221929,Olivia Hall,olivia.hall10@outlook.com,PL14 5 KE,The Comedy Hour,2026-06-18,Cancelled,Repeat attendee
RI-RI-474983,Noah Williams,noah.williams65@icloud.com,PL4 4 YQ,The Comedy Hour,2026-06-18,Confirmed,Community partner
RI-RI-258927,Jessica Williams,jessica.williams28@hotmail.co.uk,TA1 2 DX,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-824745,Oliver Jackson,oliver.jackson92@gmail.com,PL2 5 SF,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-561533,Lucy Thomas,lucy.thomas92@yahoo.co.uk,PL4 5 IO,The Comedy Hour,2026-06-18,Attended,
RI-RI-367915,Jacob Wilson,jacob.wilson19@gmail.com,PL2 3 AE,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-620500,Mia Cooper,mia.cooper74@hotmail.co.uk,PL9 5 HO,The Comedy Hour,2026-06-18,Confirmed,Follow up required
RI-RI-640946,Max Scott,max.scott10@gmail.com,TR7 8 KZ,The Comedy Hour,2026-06-18,Confirmed,Follow up required
RI-RI-505463,Chloe White,chloe.white97@yahoo.co.uk,EX2 4 BT,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-414621,Jack Ahmed,jack.ahmed32@yahoo.co.uk,PL9 9 TG,The Comedy Hour,2026-06-18,Attended,Community partner
RI-RI-369097,Joshua Evans,joshua.evans43@gmail.com,TQ2 9 TZ,The Comedy Hour,2026-06-18,Confirmed,Follow up required
RI-RI-587270,Jessica Smith,jessica.smith8@gmail.com,PL5 6 WV,The Comedy Hour,2026-06-18,Confirmed,Community partner
RI-RI-117412,Evie Moore,evie.moore20@gmail.com,PL9 8 KK,The Comedy Hour,2026-06-18,Attended,
RI-RI-303835,George Johnson,george.johnson97@yahoo.co.uk,PL2 5 NK,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-286717,Emily Walker,emily.walker87@yahoo.co.uk,TQ2 4 PC,The Comedy Hour,2026-06-18,Attended,Repeat attendee
RI-RI-240036,Emily Morgan,emily.morgan20@hotmail.co.uk,PL4 7 IX,The Comedy Hour,2026-06-18,Confirmed,Community partner
RI-RI-356944,Phoebe Hill,phoebe.hill54@icloud.com,TA1 2 EE,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-672559,James Allen,james.allen25@gmail.com,PL3 4 DY,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-660372,Henry Singh,henry.singh85@icloud.com,PL6 6 PR,The Comedy Hour,2026-06-18,Attended,Follow up required
RI-RI-559077,Evie Brown,evie.brown37@outlook.com,PL7 1 XB,The Comedy Hour,2026-06-18,Attended,Repeat attendee
RI-RI-752353,Lucas Jones,lucas.jones55@gmail.com,PL14 3 RJ,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-428053,Ella Singh,ella.singh83@yahoo.co.uk,PL9 9 GO,The Comedy Hour,2026-06-18,Attended,Community partner
RI-RI-798363,Evie Bell,evie.bell35@yahoo.co.uk,PL5 9 YN,The Comedy Hour,2026-06-18,Attended,Follow up required
RI-RI-326813,Lucas Patel,lucas.patel11@hotmail.co.uk,PL4 4 BA,The Comedy Hour,2026-06-18,Confirmed,Community partner
RI-RI-249473,Jacob Turner,jacob.turner73@outlook.com,PL2 5 LG,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-734242,Charlotte Patel,charlotte.patel59@icloud.com,PL6 9 TQ,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-673600,Joshua Clarke,joshua.clarke64@hotmail.co.uk,PL2 2 YA,The Comedy Hour,2026-06-18,Attended,Follow up required
RI-RI-424987,Evie Evans,evie.evans43@hotmail.co.uk,EX3 5 YJ,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-108366,Sophie Walker,sophie.walker37@gmail.com,PL12 9 HL,The Comedy Hour,2026-06-18,Confirmed,Repeat attendee
RI-RI-665139,Olivia Walker,olivia.walker16@gmail.com,TA1 7 RD,The Comedy Hour,2026-06-18,Attended,Community partner
RI-RI-222972,Poppy Johnson,poppy.johnson17@yahoo.co.uk,PL7 7 MR,The Comedy Hour,2026-06-18,Attended,Follow up required
RI-RI-708821,Phoebe Clarke,phoebe.clarke10@hotmail.co.uk,PL9 1 QT,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-184751,Jacob Allen,jacob.allen6@gmail.com,TQ3 1 GD,The Comedy Hour,2026-06-18,Confirmed,
RI-RI-998597,Sophie Bennett,sophie.bennett99@hotmail.co.uk,PL7 6 BG,The Comedy Hour,2026-06-18,Attended,Repeat attendee
RI-RI-328355,Sophie Bell,sophie.bell90@icloud.com,TQ4 2 QO,Winter Performance,2026-07-21,Attended,Community partner
RI-RI-129981,Oscar Cook,oscar.cook30@gmail.com,PL4 7 YE,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-561581,Evie Murphy,evie.murphy16@hotmail.co.uk,EX2 1 UP,Winter Performance,2026-07-21,Cancelled,Follow up required
RI-RI-219574,Thomas Davies,thomas.davies23@icloud.com,TA1 6 PV,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-433099,Chloe Brown,chloe.brown33@hotmail.co.uk,PL3 5 JU,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-954938,Phoebe Roberts,phoebe.roberts11@hotmail.co.uk,PL7 4 KL,Winter Performance,2026-07-21,Cancelled,Repeat attendee
RI-RI-127475,Jack Smith,jack.smith19@gmail.com,PL4 3 BQ,Winter Performance,2026-07-21,Cancelled,
RI-RI-759817,Sophie Martin,sophie.martin85@icloud.com,EX3 5 FM,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-321001,Emma Wood,emma.wood27@icloud.com,PL14 1 MO,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-465571,Lily Davies,lily.davies60@gmail.com,PL3 9 QI,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-507496,William Williams,william.williams77@yahoo.co.uk,TQ3 2 FN,Winter Performance,2026-07-21,Confirmed,
RI-RI-465003,Harry Singh,harry.singh37@yahoo.co.uk,TA1 5 US,Winter Performance,2026-07-21,Attended,Repeat attendee
RI-RI-180518,Joshua Evans,joshua.evans43@gmail.com,TQ2 9 TZ,Winter Performance,2026-07-21,Confirmed,
RI-RI-248217,Samuel Williams,samuel.williams78@gmail.com,PL2 2 UC,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-830745,Charlie Brown,charlie.brown92@gmail.com,PL3 1 IJ,Winter Performance,2026-07-21,Attended,Repeat attendee
RI-RI-891306,Emma White,emma.white35@gmail.com,PL14 1 JU,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-662114,Charlotte Taylor,charlotte.taylor72@hotmail.co.uk,PL2 2 TG,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-559635,Oliver Thomas,oliver.thomas73@yahoo.co.uk,PL4 2 SM,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-133929,Ella Young,ella.young89@yahoo.co.uk,PL2 3 XE,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-947918,Phoebe Collins,phoebe.collins62@icloud.com,PL4 8 OY,Winter Performance,2026-07-21,Attended,Community partner
RI-RI-984326,Chloe Taylor,chloe.taylor18@icloud.com,PL4 4 YM,Winter Performance,2026-07-21,Confirmed,
RI-RI-439779,Emma Taylor,emma.taylor26@outlook.com,EX4 3 EE,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-963759,Amelia Turner,amelia.turner15@yahoo.co.uk,PL5 6 YX,Winter Performance,2026-07-21,Confirmed,
RI-RI-405169,Mia Harris,mia.harris43@gmail.com,PL21 7 IF,Winter Performance,2026-07-21,Confirmed,
RI-RI-803402,Noah Bell,noah.bell4@icloud.com,PL5 8 DK,Winter Performance,2026-07-21,Confirmed,
RI-RI-616760,Mia Evans,mia.evans58@outlook.com,PL1 8 XA,Winter Performance,2026-07-21,Confirmed,
RI-RI-153660,George Jackson,george.jackson59@outlook.com,TQ2 5 CG,Winter Performance,2026-07-21,Confirmed,
RI-RI-788330,Emily Walker,emily.walker87@yahoo.co.uk,TQ2 4 PC,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-466889,Jacob Collins,jacob.collins48@hotmail.co.uk,PL1 9 MR,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-429344,Noah Walker,noah.walker50@outlook.com,PL2 3 VP,Winter Performance,2026-07-21,Attended,Community partner
RI-RI-943197,George Moore,george.moore76@hotmail.co.uk,PL6 2 DB,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-461757,William Baker,william.baker1@gmail.com,PL3 9 UZ,Winter Performance,2026-07-21,Attended,Repeat attendee
RI-RI-280567,William Johnson,william.johnson3@hotmail.co.uk,PL9 3 FV,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-829238,Alice Jackson,alice.jackson80@yahoo.co.uk,PL5 1 NL,Winter Performance,2026-07-21,Attended,
RI-RI-776256,Leo White,leo.white33@outlook.com,TA1 6 DM,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-548424,Freya Smith,freya.smith39@hotmail.co.uk,PL2 9 WB,Winter Performance,2026-07-21,Confirmed,
RI-RI-908077,Jacob Martin,jacob.martin9@yahoo.co.uk,PL7 9 NY,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-124808,Thomas Hill,thomas.hill31@hotmail.co.uk,PL6 7 WQ,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-177093,Ruby Patel,ruby.patel1@gmail.com,PL9 5 ET,Winter Performance,2026-07-21,Confirmed,
RI-RI-192373,Charlotte Patel,charlotte.patel7@yahoo.co.uk,PL2 5 FS,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-617798,Samuel Ahmed,samuel.ahmed46@hotmail.co.uk,PL4 1 CT,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-129699,Lily Allen,lily.allen61@gmail.com,PL9 8 ZS,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-872862,Sophie Cook,sophie.cook15@yahoo.co.uk,PL6 2 IP,Winter Performance,2026-07-21,Attended,
RI-RI-770664,Jacob Wilson,jacob.wilson19@gmail.com,PL2 3 AE,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-204781,Samuel Singh,samuel.singh73@outlook.com,PL9 5 QI,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-745267,Henry Thomas,henry.thomas66@hotmail.co.uk,PL5 7 LU,Winter Performance,2026-07-21,Confirmed,
RI-RI-179615,Evie Evans,evie.evans43@hotmail.co.uk,EX3 5 YJ,Winter Performance,2026-07-21,Cancelled,
RI-RI-153400,Thomas Moore,thomas.moore14@gmail.com,PL19 1 MQ,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-759328,Jessica Smith,jessica.smith8@gmail.com,PL5 6 WV,Winter Performance,2026-07-21,Confirmed,
RI-RI-215322,Harry Clarke,harry.clarke96@outlook.com,PL1 1 MU,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-281656,Amelia Cook,amelia.cook13@gmail.com,PL2 1 LV,Winter Performance,2026-07-21,Attended,Repeat attendee
RI-RI-475410,Lucy Perry,lucy.perry93@yahoo.co.uk,PL3 9 XF,Winter Performance,2026-07-21,Confirmed,
RI-RI-504105,Grace Davies,grace.davies30@gmail.com,EX4 2 DD,Winter Performance,2026-07-21,Attended,Community partner
RI-RI-707857,Oscar Evans,oscar.evans87@gmail.com,PL2 7 AG,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-734818,Jacob Jones,jacob.jones44@gmail.com,PL5 7 DL,Winter Performance,2026-07-21,Confirmed,
RI-RI-995191,Joshua White,joshua.white87@icloud.com,PL3 6 IB,Winter Performance,2026-07-21,Attended,
RI-RI-782063,Alice White,alice.white76@gmail.com,TR7 1 YK,Winter Performance,2026-07-21,Attended,
RI-RI-284349,Ella Bennett,ella.bennett80@outlook.com,PL4 5 LI,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-632111,Emma Collins,emma.collins17@hotmail.co.uk,PL3 9 PK,Winter Performance,2026-07-21,Confirmed,Community partner
RI-RI-861095,Amelia Cooper,amelia.cooper1@gmail.com,TQ4 1 CY,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-627732,Charlie Scott,charlie.scott71@outlook.com,TR7 5 KG,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-550764,Alice Young,alice.young93@hotmail.co.uk,TA1 9 MH,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-609099,Jacob Allen,jacob.allen6@gmail.com,TQ3 1 GD,Winter Performance,2026-07-21,Attended,Follow up required
RI-RI-232224,Henry Singh,henry.singh85@icloud.com,PL6 6 PR,Winter Performance,2026-07-21,Attended,Repeat attendee
RI-RI-216829,Chloe Young,chloe.young72@yahoo.co.uk,PL3 2 OH,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-971211,James Harris,james.harris20@icloud.com,PL1 7 HV,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-506701,Jack Ahmed,jack.ahmed32@yahoo.co.uk,PL9 9 TG,Winter Performance,2026-07-21,Confirmed,
RI-RI-464241,Emily Scott,emily.scott40@yahoo.co.uk,PL4 8 OJ,Winter Performance,2026-07-21,Confirmed,Repeat attendee
RI-RI-295522,James Evans,james.evans62@icloud.com,TQ1 4 XE,Winter Performance,2026-07-21,Confirmed,
RI-RI-611790,Daniel Scott,daniel.scott94@icloud.com,PL5 3 VK,Winter Performance,2026-07-21,Confirmed,Follow up required
RI-RI-244491,Evie Cook,evie.cook2@outlook.com,PL21 4 CV,Winter Performance,2026-07-21,Attended,Community partner
